tokens,count,source
occupant,2,"['CIA_07', 'CIA_docs.txt']"
Zakarya,2,"['CIA_07', 'CIA_docs.txt']"
carefully,2,"['CIA_39', 'CIA_docs.txt']"
wrapped,2,"['CIA_39', 'CIA_docs.txt']"
Antibiotics,2,"['CIA_39', 'CIA_docs.txt']"
praise,2,"['CIA_37', 'CIA_docs.txt']"
finish,2,"['CIA_37', 'CIA_docs.txt']"
Moataz,2,"['CIA_37', 'CIA_docs.txt']"
Gwadar,2,"['CIA_37', 'CIA_docs.txt']"
Step,2,"['CIA_38', 'CIA_docs.txt']"
Spain,2,"['FBI_16', 'FBI_docs.txt']"
accompanied,2,"['FBI_17', 'FBI_docs.txt']"
Neither,2,"['FBI_18', 'FBI_docs.txt']"
Kuwaiti,2,"['CIA_37', 'CIA_docs.txt']"
Ramzi,2,"['CIA_37', 'CIA_docs.txt']"
seems,2,"['CIA_37', 'CIA_docs.txt']"
courier,2,"['CIA_37', 'CIA_docs.txt']"
packet,2,"['CIA_37', 'CIA_docs.txt']"
School,2,"['FBI_18', 'FBI_docs.txt']"
Ferndale,2,"['FBI_18', 'FBI_docs.txt']"
1969,2,"['FBI_18', 'FBI_docs.txt']"
alley,2,"['CIA_15', 'CIA_docs.txt']"
solicited,2,"['CIA_16', 'CIA_docs.txt']"
fact,2,"['CIA_16', 'CIA_docs.txt']"
industry,2,"['FBI_15', 'FBI_docs.txt']"
Update,2,"['FBI_16', 'FBI_docs.txt']"
remain,2,"['FBI_14', 'FBI_docs.txt']"
Imam,2,"['FBI_15', 'FBI_docs.txt']"
Tawhid,2,"['FBI_15', 'FBI_docs.txt']"
seven,2,"['FBI_18', 'FBI_docs.txt']"
history,2,"['FBI_18', 'FBI_docs.txt']"
teacher,2,"['FBI_18', 'FBI_docs.txt']"
Westfields,2,"['FBI_18', 'FBI_docs.txt']"
High,2,"['FBI_18', 'FBI_docs.txt']"
describes,2,"['FBI_15', 'FBI_docs.txt']"
illustrates,2,"['FBI_15', 'FBI_docs.txt']"
sink,2,"['FBI_15', 'FBI_docs.txt']"
referred,2,"['FBI_14', 'FBI_docs.txt']"
loaned,2,"['FBI_14', 'FBI_docs.txt']"
yet,2,"['FBI_14', 'FBI_docs.txt']"
half,2,"['FBI_14', 'FBI_docs.txt']"
died,2,"['FBI_14', 'FBI_docs.txt']"
899,2,"['FBI_19', 'FBI_docs.txt']"
8,2,"['FBI_20', 'FBI_docs.txt']"
Ann,2,"['FBI_20', 'FBI_docs.txt']"
Embassy,2,"['CIA_07', 'CIA_docs.txt']"
Fall,2,"['CIA_07', 'CIA_docs.txt']"
Badr,2,"['CIA_07', 'CIA_docs.txt']"
II,2,"['CIA_07', 'CIA_docs.txt']"
smuggled,2,"['FBI_19', 'FBI_docs.txt']"
intimate,2,"['FBI_20', 'FBI_docs.txt']"
knowledge,2,"['FBI_20', 'FBI_docs.txt']"
instrumental,2,"['FBI_20', 'FBI_docs.txt']"
Stockton,2,"['FBI_19', 'FBI_docs.txt']"
Antonio,2,"['FBI_19', 'FBI_docs.txt']"
automatic,2,"['FBI_19', 'FBI_docs.txt']"
Pipeline,2,"['FBI_19', 'FBI_docs.txt']"
Euless,2,"['FBI_19', 'FBI_docs.txt']"
rings,2,"['CIA_36', 'CIA_docs.txt']"
prompted,2,"['CIA_37', 'CIA_docs.txt']"
Jabarah,2,"['CIA_37', 'CIA_docs.txt']"
Arbor,2,"['FBI_20', 'FBI_docs.txt']"
earned,2,"['FBI_20', 'FBI_docs.txt']"
green,2,"['FBI_20', 'FBI_docs.txt']"
splendid,2,"['FBI_20', 'FBI_docs.txt']"
worker,2,"['FBI_20', 'FBI_docs.txt']"
H,2,"['CIA_37', 'CIA_docs.txt']"
throat,2,"['CIA_15', 'CIA_docs.txt']"
slit,2,"['CIA_15', 'CIA_docs.txt']"
Yury,2,"['CIA_17', 'CIA_docs.txt']"
Kalinin,2,"['CIA_17', 'CIA_docs.txt']"
thereafter,2,"['CIA_17', 'CIA_docs.txt']"
Jeddah,2,"['CIA_18', 'CIA_docs.txt']"
diamond,2,"['CIA_36', 'CIA_docs.txt']"
roster,2,"['FBI_22', 'FBI_docs.txt']"
tells,2,"['FBI_22', 'FBI_docs.txt']"
unregistered,2,"['FBI_22', 'FBI_docs.txt']"
1964,2,"['FBI_21', 'FBI_docs.txt']"
affairs,2,"['FBI_21', 'FBI_docs.txt']"
repair,2,"['FBI_21', 'FBI_docs.txt']"
minimum,2,"['FBI_21', 'FBI_docs.txt']"
wage,2,"['FBI_21', 'FBI_docs.txt']"
neighbors,2,"['FBI_22', 'FBI_docs.txt']"
nice,2,"['FBI_22', 'FBI_docs.txt']"
materials,2,"['FBI_22', 'FBI_docs.txt']"
drawn,2,"['FBI_21', 'FBI_docs.txt']"
Charities,2,"['FBI_21', 'FBI_docs.txt']"
rosters,2,"['FBI_22', 'FBI_docs.txt']"
Feb.,2,"['FBI_22', 'FBI_docs.txt']"
According,2,"['FBI_22', 'FBI_docs.txt']"
faire,2,"['CIA_07', 'CIA_docs.txt']"
sauter,2,"['CIA_07', 'CIA_docs.txt']"
Amercan,2,"['CIA_07', 'CIA_docs.txt']"
Hackney,2,"['FBI_22', 'FBI_docs.txt']"
constables,2,"['FBI_22', 'FBI_docs.txt']"
alone,2,"['FBI_22', 'FBI_docs.txt']"
Mum,2,"['FBI_22', 'FBI_docs.txt']"
Inquiries,2,"['FBI_22', 'FBI_docs.txt']"
licenses,2,"['FBI_19', 'FBI_docs.txt']"
currency,2,"['FBI_19', 'FBI_docs.txt']"
Ft.,2,"['FBI_19', 'FBI_docs.txt']"
role,2,"['FBI_19', 'FBI_docs.txt']"
synagogue,2,"['FBI_19', 'FBI_docs.txt']"
Escaping,2,"['FBI_19', 'FBI_docs.txt']"
collaborating,2,"['FBI_19', 'FBI_docs.txt']"
occupying,2,"['CIA_07', 'CIA_docs.txt']"
bacterial,2,"['CIA_06', 'CIA_docs.txt']"
infection,2,"['CIA_06', 'CIA_docs.txt']"
B.,2,"['CIA_21', 'CIA_docs.txt']"
"10,000",2,"['FBI_23', 'FBI_docs.txt']"
locate,2,"['FBI_23', 'FBI_docs.txt']"
Qasim/Blakely,2,"['FBI_23', 'FBI_docs.txt']"
turned,2,"['FBI_23', 'FBI_docs.txt']"
matter,2,"['FBI_23', 'FBI_docs.txt']"
climate,2,"['CIA_36', 'CIA_docs.txt']"
much,2,"['CIA_36', 'CIA_docs.txt']"
attractive,2,"['CIA_36', 'CIA_docs.txt']"
specialty,2,"['CIA_06', 'CIA_docs.txt']"
immunology,2,"['CIA_06', 'CIA_docs.txt']"
awarded,2,"['CIA_06', 'CIA_docs.txt']"
successfully,2,"['CIA_06', 'CIA_docs.txt']"
treating,2,"['CIA_06', 'CIA_docs.txt']"
West,2,"['FBI_21', 'FBI_docs.txt']"
End,2,"['FBI_21', 'FBI_docs.txt']"
Syria,2,"['FBI_21', 'FBI_docs.txt']"
regards,2,"['CIA_36', 'CIA_docs.txt']"
Castro,2,"['CIA_36', 'CIA_docs.txt']"
buffoon,2,"['CIA_36', 'CIA_docs.txt']"
stays,2,"['CIA_36', 'CIA_docs.txt']"
enjoys,2,"['CIA_36', 'CIA_docs.txt']"
Gulf,2,"['FBI_21', 'FBI_docs.txt']"
Shores,2,"['FBI_21', 'FBI_docs.txt']"
Tampa,2,"['FBI_21', 'FBI_docs.txt']"
increasing,2,"['FBI_20', 'FBI_docs.txt']"
efficiency,2,"['FBI_20', 'FBI_docs.txt']"
power,2,"['FBI_20', 'FBI_docs.txt']"
six-months,2,"['FBI_20', 'FBI_docs.txt']"
Imad,2,"['FBI_21', 'FBI_docs.txt']"
River,2,"['FBI_23', 'FBI_docs.txt']"
Rouge,2,"['FBI_23', 'FBI_docs.txt']"
Overlooked,2,"['FBI_23', 'FBI_docs.txt']"
helped,2,"['CIA_36', 'CIA_docs.txt']"
guessed,2,"['CIA_36', 'CIA_docs.txt']"
BW,2,"['CIA_36', 'CIA_docs.txt']"
noticing,2,"['CIA_36', 'CIA_docs.txt']"
flashy,2,"['CIA_36', 'CIA_docs.txt']"
match,2,"['FBI_23', 'FBI_docs.txt']"
played,2,"['FBI_23', 'FBI_docs.txt']"
take,2,"['FBI_23', 'FBI_docs.txt']"
presumably,2,"['CIA_17', 'CIA_docs.txt']"
Institute,2,"['CIA_17', 'CIA_docs.txt']"
bioweapons,2,"['CIA_17', 'CIA_docs.txt']"
TQE-732,2,"['FBI_23', 'FBI_docs.txt']"
bearing,2,"['FBI_23', 'FBI_docs.txt']"
al-Dahab,2,"['FBI_22', 'FBI_docs.txt']"
Dahab,2,"['FBI_22', 'FBI_docs.txt']"
forfeited,2,"['FBI_23', 'FBI_docs.txt']"
vehicle,2,"['FBI_23', 'FBI_docs.txt']"
slip,2,"['FBI_23', 'FBI_docs.txt']"
paper,2,"['FBI_23', 'FBI_docs.txt']"
court-sanctioned,2,"['FBI_23', 'FBI_docs.txt']"
tap,2,"['FBI_23', 'FBI_docs.txt']"
associate,2,"['FBI_23', 'FBI_docs.txt']"
Kashmiri,2,"['CIA_06', 'CIA_docs.txt']"
specializes,2,"['CIA_06', 'CIA_docs.txt']"
constructing,2,"['FBI_22', 'FBI_docs.txt']"
explosive,2,"['FBI_22', 'FBI_docs.txt']"
devices,2,"['FBI_22', 'FBI_docs.txt']"
shed,2,"['FBI_22', 'FBI_docs.txt']"
Mahmud,2,"['FBI_22', 'FBI_docs.txt']"
Exports,2,"['FBI_24', 'FBI_docs.txt']"
Inc,2,"['FBI_24', 'FBI_docs.txt']"
Easterner,2,"['FBI_25', 'FBI_docs.txt']"
Mr.,2,"['FBI_23', 'FBI_docs.txt']"
Howard,2,"['FBI_23', 'FBI_docs.txt']"
evicted,2,"['FBI_23', 'FBI_docs.txt']"
Catalan,2,"['FBI_24', 'FBI_docs.txt']"
three-day,2,"['FBI_24', 'FBI_docs.txt']"
elsewhere,2,"['FBI_25', 'FBI_docs.txt']"
Jorm,2,"['CIA_06', 'CIA_docs.txt']"
Taloqan,2,"['CIA_06', 'CIA_docs.txt']"
visits,2,"['FBI_24', 'FBI_docs.txt']"
jewelry,2,"['FBI_24', 'FBI_docs.txt']"
Marie,2,"['FBI_24', 'FBI_docs.txt']"
daily,2,"['FBI_24', 'FBI_docs.txt']"
Overseas,2,"['FBI_24', 'FBI_docs.txt']"
travel,2,"['CIA_36', 'CIA_docs.txt']"
capable,2,"['CIA_36', 'CIA_docs.txt']"
assistants,2,"['CIA_36', 'CIA_docs.txt']"
Halfs,2,"['FBI_25', 'FBI_docs.txt']"
gist,2,"['FBI_25', 'FBI_docs.txt']"
Westerner,2,"['FBI_25', 'FBI_docs.txt']"
involving,2,"['FBI_25', 'FBI_docs.txt']"
destructive,2,"['FBI_25', 'FBI_docs.txt']"
Columbus,2,"['CIA_16', 'CIA_docs.txt']"
Ohio,2,"['CIA_16', 'CIA_docs.txt']"
intercept,2,"['CIA_17', 'CIA_docs.txt']"
planned,2,"['CIA_36', 'CIA_docs.txt']"
marry,2,"['CIA_36', 'CIA_docs.txt']"
almost,2,"['CIA_36', 'CIA_docs.txt']"
nothing,2,"['CIA_36', 'CIA_docs.txt']"
free,2,"['CIA_36', 'CIA_docs.txt']"
Jersey,2,"['FBI_27', 'FBI_docs.txt']"
totaled,2,"['FBI_27', 'FBI_docs.txt']"
"47,980",2,"['FBI_27', 'FBI_docs.txt']"
fear,2,"['FBI_25', 'FBI_docs.txt']"
expressed,2,"['FBI_25', 'FBI_docs.txt']"
compromised,2,"['FBI_25', 'FBI_docs.txt']"
cordial,2,"['FBI_26', 'FBI_docs.txt']"
answer,2,"['FBI_26', 'FBI_docs.txt']"
black,2,"['CIA_34', 'CIA_docs.txt']"
market,2,"['CIA_34', 'CIA_docs.txt']"
Center,2,"['CIA_35', 'CIA_docs.txt']"
fingerprinted,2,"['FBI_26', 'FBI_docs.txt']"
Go,2,"['FBI_26', 'FBI_docs.txt']"
blessing,2,"['FBI_26', 'FBI_docs.txt']"
continuing,2,"['FBI_27', 'FBI_docs.txt']"
thirteen,2,"['FBI_27', 'FBI_docs.txt']"
Neighbors,2,"['FBI_23', 'FBI_docs.txt']"
briefly,2,"['FBI_23', 'FBI_docs.txt']"
earlier,2,"['FBI_23', 'FBI_docs.txt']"
fence,2,"['FBI_28', 'FBI_docs.txt']"
ventures,2,"['FBI_28', 'FBI_docs.txt']"
raw,2,"['FBI_28', 'FBI_docs.txt']"
size,2,"['CIA_34', 'CIA_docs.txt']"
shoeboxes,2,"['CIA_34', 'CIA_docs.txt']"
textiles,2,"['FBI_24', 'FBI_docs.txt']"
convention,2,"['FBI_24', 'FBI_docs.txt']"
Luxor,2,"['FBI_24', 'FBI_docs.txt']"
right,2,"['FBI_23', 'FBI_docs.txt']"
side,2,"['FBI_23', 'FBI_docs.txt']"
really,2,"['FBI_23', 'FBI_docs.txt']"
ready,2,"['FBI_23', 'FBI_docs.txt']"
play,2,"['FBI_23', 'FBI_docs.txt']"
specify,2,"['FBI_28', 'FBI_docs.txt']"
admitted,2,"['FBI_28', 'FBI_docs.txt']"
scheme,2,"['FBI_28', 'FBI_docs.txt']"
chemist,2,"['CIA_36', 'CIA_docs.txt']"
university,2,"['CIA_36', 'CIA_docs.txt']"
firefight,2,"['CIA_19', 'CIA_docs.txt']"
Orgun,2,"['CIA_19', 'CIA_docs.txt']"
treated,2,"['CIA_20', 'CIA_docs.txt']"
assorted,2,"['FBI_29', 'FBI_docs.txt']"
Supervisory,2,"['FBI_29', 'FBI_docs.txt']"
Data,2,"['FBI_29', 'FBI_docs.txt']"
cuts,2,"['FBI_28', 'FBI_docs.txt']"
polishes,2,"['FBI_28', 'FBI_docs.txt']"
fee,2,"['FBI_28', 'FBI_docs.txt']"
sends,2,"['FBI_28', 'FBI_docs.txt']"
suppliers,2,"['FBI_28', 'FBI_docs.txt']"
Shaga,2,"['CIA_06', 'CIA_docs.txt']"
discussed,2,"['FBI_25', 'FBI_docs.txt']"
member,2,"['FBI_25', 'FBI_docs.txt']"
transferring,2,"['FBI_28', 'FBI_docs.txt']"
militant,2,"['FBI_28', 'FBI_docs.txt']"
cooperate,2,"['FBI_28', 'FBI_docs.txt']"
s,2,"['FBI_28', 'FBI_docs.txt']"
transaction,2,"['FBI_28', 'FBI_docs.txt']"
questions,2,"['FBI_26', 'FBI_docs.txt']"
represented,2,"['FBI_26', 'FBI_docs.txt']"
attorney,2,"['FBI_26', 'FBI_docs.txt']"
Salang,2,"['CIA_06', 'CIA_docs.txt']"
tunnel,2,"['CIA_06', 'CIA_docs.txt']"
notice,2,"['CIA_06', 'CIA_docs.txt']"
Taha,2,"['CIA_06', 'CIA_docs.txt']"
Spin,2,"['CIA_06', 'CIA_docs.txt']"
concern,2,"['FBI_29', 'FBI_docs.txt']"
computers,2,"['FBI_29', 'FBI_docs.txt']"
processing,2,"['FBI_29', 'FBI_docs.txt']"
plants,2,"['FBI_29', 'FBI_docs.txt']"
water,2,"['FBI_29', 'FBI_docs.txt']"
purification,2,"['FBI_29', 'FBI_docs.txt']"
delivery,2,"['FBI_29', 'FBI_docs.txt']"
manufacturing,2,"['FBI_29', 'FBI_docs.txt']"
disrupt,2,"['FBI_31', 'FBI_docs.txt']"
bean,2,"['FBI_31', 'FBI_docs.txt']"
maintained,2,"['FBI_29', 'FBI_docs.txt']"
crucial,2,"['FBI_29', 'FBI_docs.txt']"
operations,2,"['FBI_29', 'FBI_docs.txt']"
widely,2,"['FBI_29', 'FBI_docs.txt']"
Unauthorized,2,"['FBI_29', 'FBI_docs.txt']"
constant,2,"['FBI_29', 'FBI_docs.txt']"
appear,2,"['CIA_35', 'CIA_docs.txt']"
type,2,"['CIA_35', 'CIA_docs.txt']"
Grigory,2,"['CIA_36', 'CIA_docs.txt']"
laptops,2,"['FBI_29', 'FBI_docs.txt']"
trusted,2,"['FBI_29', 'FBI_docs.txt']"
Continuing,2,"['FBI_30', 'FBI_docs.txt']"
enhanced,2,"['FBI_31', 'FBI_docs.txt']"
Detroit/,2,"['FBI_31', 'FBI_docs.txt']"
broken,2,"['CIA_20', 'CIA_docs.txt']"
arm,2,"['CIA_20', 'CIA_docs.txt']"
Araneda,2,"['CIA_21', 'CIA_docs.txt']"
Disease,2,"['CIA_35', 'CIA_docs.txt']"
},2,"['CIA_35', 'CIA_docs.txt']"
97,2,"['CIA_35', 'CIA_docs.txt']"
confirmed,2,"['CIA_35', 'CIA_docs.txt']"
Bucaramanga,2,"['CIA_35', 'CIA_docs.txt']"
needed,2,"['CIA_04', 'CIA_docs.txt']"
distribute,2,"['CIA_04', 'CIA_docs.txt']"
nearly,2,"['FBI_32', 'FBI_docs.txt']"
efforts,2,"['FBI_32', 'FBI_docs.txt']"
unsuccessful,2,"['FBI_32', 'FBI_docs.txt']"
dying,2,"['FBI_32', 'FBI_docs.txt']"
mother,2,"['FBI_32', 'FBI_docs.txt']"
watch,2,"['FBI_32', 'FBI_docs.txt']"
Nidal,2,"['CIA_22', 'CIA_docs.txt']"
Awad,2,"['CIA_22', 'CIA_docs.txt']"
4618,2,"['FBI_33', 'FBI_docs.txt']"
Bissonnet,2,"['FBI_33', 'FBI_docs.txt']"
Unit,2,"['FBI_33', 'FBI_docs.txt']"
empty,2,"['FBI_33', 'FBI_docs.txt']"
careful,2,"['FBI_33', 'FBI_docs.txt']"
exchange,2,"['CIA_04', 'CIA_docs.txt']"
critical,2,"['FBI_29', 'FBI_docs.txt']"
functions,2,"['FBI_29', 'FBI_docs.txt']"
narcotic,2,"['CIA_04', 'CIA_docs.txt']"
position,2,"['CIA_05', 'CIA_docs.txt']"
Lipetsk,2,"['CIA_05', 'CIA_docs.txt']"
Hamid,2,"['CIA_06', 'CIA_docs.txt']"
Qatada,2,"['CIA_06', 'CIA_docs.txt']"
Member,2,"['CIA_06', 'CIA_docs.txt']"
largely,2,"['FBI_29', 'FBI_docs.txt']"
controlled,2,"['FBI_29', 'FBI_docs.txt']"
Acquisition,2,"['FBI_29', 'FBI_docs.txt']"
manage,2,"['FBI_29', 'FBI_docs.txt']"
actual,2,"['FBI_29', 'FBI_docs.txt']"
flow,2,"['FBI_29', 'FBI_docs.txt']"
electricity,2,"['FBI_29', 'FBI_docs.txt']"
perform,2,"['FBI_29', 'FBI_docs.txt']"
removed,2,"['FBI_33', 'FBI_docs.txt']"
contents,2,"['FBI_33', 'FBI_docs.txt']"
Khuldan,2,"['CIA_33', 'CIA_docs.txt']"
translated,2,"['CIA_33', 'CIA_docs.txt']"
disk,2,"['CIA_33', 'CIA_docs.txt']"
happens,2,"['CIA_34', 'CIA_docs.txt']"
direction,2,"['CIA_34', 'CIA_docs.txt']"
Strizhi,2,"['CIA_34', 'CIA_docs.txt']"
court-approved,2,"['FBI_34', 'FBI_docs.txt']"
tubing,2,"['FBI_34', 'FBI_docs.txt']"
traces,2,"['FBI_33', 'FBI_docs.txt']"
renter,2,"['FBI_33', 'FBI_docs.txt']"
longer,2,"['FBI_33', 'FBI_docs.txt']"
remembered,2,"['FBI_33', 'FBI_docs.txt']"
RentAll,2,"['FBI_33', 'FBI_docs.txt']"
truck,2,"['FBI_33', 'FBI_docs.txt']"
advised,2,"['FBI_31', 'FBI_docs.txt']"
advises,2,"['FBI_32', 'FBI_docs.txt']"
approached,2,"['FBI_34', 'FBI_docs.txt']"
accompany,2,"['FBI_34', 'FBI_docs.txt']"
main,2,"['FBI_34', 'FBI_docs.txt']"
denied,2,"['FBI_34', 'FBI_docs.txt']"
idea,2,"['FBI_34', 'FBI_docs.txt']"
Shown,2,"['FBI_34', 'FBI_docs.txt']"
subsequent,2,"['FBI_32', 'FBI_docs.txt']"
rental,2,"['FBI_33', 'FBI_docs.txt']"
cooperation,2,"['FBI_31', 'FBI_docs.txt']"
employer,2,"['FBI_31', 'FBI_docs.txt']"
week,2,"['FBI_31', 'FBI_docs.txt']"
vacation,2,"['FBI_31', 'FBI_docs.txt']"
employers,2,"['FBI_31', 'FBI_docs.txt']"
strongly,2,"['FBI_31', 'FBI_docs.txt']"
Pitkin,2,"['FBI_35', 'FBI_docs.txt']"
Brooklyn,2,"['FBI_35', 'FBI_docs.txt']"
led,2,"['FBI_35', 'FBI_docs.txt']"
discussion,2,"['FBI_35', 'FBI_docs.txt']"
described,2,"['FBI_35', 'FBI_docs.txt']"
deserving,2,"['FBI_35', 'FBI_docs.txt']"
assisted,2,"['FBI_35', 'FBI_docs.txt']"
begun,2,"['FBI_35', 'FBI_docs.txt']"
Fort,2,"['FBI_35', 'FBI_docs.txt']"
Lauderdale,2,"['FBI_35', 'FBI_docs.txt']"
Every,2,"['FBI_35', 'FBI_docs.txt']"
donors,2,"['FBI_35', 'FBI_docs.txt']"
again,2,"['FBI_35', 'FBI_docs.txt']"
stipulated,2,"['FBI_35', 'FBI_docs.txt']"
CLifton,2,"['FBI_35', 'FBI_docs.txt']"
1641,2,"['FBI_35', 'FBI_docs.txt']"
divorced,2,"['CIA_31', 'CIA_docs.txt']"
Europe,2,"['CIA_31', 'CIA_docs.txt']"
1621,2,"['FBI_35', 'FBI_docs.txt']"
Charles,2,"['FBI_35', 'FBI_docs.txt']"
Potomac,2,"['FBI_35', 'FBI_docs.txt']"
6132,2,"['FBI_35', 'FBI_docs.txt']"
Broward,2,"['FBI_35', 'FBI_docs.txt']"
Blvd.,2,"['FBI_35', 'FBI_docs.txt']"
bag,2,"['CIA_34', 'CIA_docs.txt']"
rubles,2,"['CIA_34', 'CIA_docs.txt']"
",22",2,"['CIA_22', 'CIA_docs.txt']"
India-1,2,"['CIA_31', 'CIA_docs.txt']"
smallpox,2,"['CIA_31', 'CIA_docs.txt']"
pneumonic,2,"['CIA_31', 'CIA_docs.txt']"
plague,2,"['CIA_31', 'CIA_docs.txt']"
sometime,2,"['CIA_31', 'CIA_docs.txt']"
assess,2,"['FBI_36', 'FBI_docs.txt']"
proceeds,2,"['FBI_36', 'FBI_docs.txt']"
dealings,2,"['FBI_36', 'FBI_docs.txt']"
operational,2,"['FBI_36', 'FBI_docs.txt']"
characteristics,2,"['FBI_36', 'FBI_docs.txt']"
control,2,"['FBI_36', 'FBI_docs.txt']"
data,2,"['FBI_36', 'FBI_docs.txt']"
acquisition,2,"['FBI_36', 'FBI_docs.txt']"
gathered,2,"['CIA_31', 'CIA_docs.txt']"
Saratov,2,"['CIA_31', 'CIA_docs.txt']"
weekends,2,"['FBI_36', 'FBI_docs.txt']"
communications,2,"['FBI_36', 'FBI_docs.txt']"
approved,2,"['FBI_36', 'FBI_docs.txt']"
court,2,"['FBI_36', 'FBI_docs.txt']"
document,2,"['FBI_36', 'FBI_docs.txt']"
describing,2,"['FBI_36', 'FBI_docs.txt']"
bomb,2,"['FBI_34', 'FBI_docs.txt']"
continue,2,"['FBI_34', 'FBI_docs.txt']"
Army,2,"['CIA_04', 'CIA_docs.txt']"
laboratory,2,"['CIA_04', 'CIA_docs.txt']"
believes,2,"['CIA_04', 'CIA_docs.txt']"
military,2,"['CIA_04', 'CIA_docs.txt']"
certificates,2,"['CIA_30', 'CIA_docs.txt']"
community,2,"['CIA_30', 'CIA_docs.txt']"
indeed,2,"['FBI_35', 'FBI_docs.txt']"
hesitated,2,"['FBI_35', 'FBI_docs.txt']"
wires,2,"['FBI_34', 'FBI_docs.txt']"
batteries,2,"['FBI_34', 'FBI_docs.txt']"
conventional,2,"['FBI_34', 'FBI_docs.txt']"
components,2,"['FBI_34', 'FBI_docs.txt']"
electromagnet,2,"['FBI_34', 'FBI_docs.txt']"
ic,2,"['FBI_34', 'FBI_docs.txt']"
Peru,2,"['CIA_04', 'CIA_docs.txt']"
arrange,2,"['CIA_04', 'CIA_docs.txt']"
Nadia,2,"['CIA_22', 'CIA_docs.txt']"
Mahfouz,2,"['CIA_22', 'CIA_docs.txt']"
Mishal,2,"['CIA_22', 'CIA_docs.txt']"
Abdel,2,"['CIA_22', 'CIA_docs.txt']"
Noufal,2,"['CIA_22', 'CIA_docs.txt']"
Ahmad,2,"['CIA_22', 'CIA_docs.txt']"
Branch,2,"['FBI_38', 'FBI_docs.txt']"
Like,2,"['FBI_38', 'FBI_docs.txt']"
Jamat,2,"['CIA_22', 'CIA_docs.txt']"
Syeed,2,"['CIA_22', 'CIA_docs.txt']"
Shukri,2,"['CIA_22', 'CIA_docs.txt']"
Azzam,2,"['CIA_22', 'CIA_docs.txt']"
tri-border,2,"['CIA_04', 'CIA_docs.txt']"
Ecuador,2,"['CIA_04', 'CIA_docs.txt']"
corresponded,2,"['FBI_36', 'FBI_docs.txt']"
so,2,"['FBI_36', 'FBI_docs.txt']"
Ramon,2,"['FBI_37', 'FBI_docs.txt']"
Gulfgate,2,"['FBI_37', 'FBI_docs.txt']"
stain,2,"['FBI_37', 'FBI_docs.txt']"
cattlemen,2,"['FBI_37', 'FBI_docs.txt']"
suffer,2,"['FBI_37', 'FBI_docs.txt']"
Juan,2,"['FBI_38', 'FBI_docs.txt']"
demands,2,"['FBI_36', 'FBI_docs.txt']"
nights,2,"['FBI_36', 'FBI_docs.txt']"
amounts,2,"['FBI_35', 'FBI_docs.txt']"
donations,2,"['FBI_35', 'FBI_docs.txt']"
recollection,2,"['FBI_35', 'FBI_docs.txt']"
contributed,2,"['FBI_35', 'FBI_docs.txt']"
Results,2,"['FBI_36', 'FBI_docs.txt']"
morning,2,"['FBI_36', 'FBI_docs.txt']"
easily,2,"['FBI_39', 'FBI_docs.txt']"
always,2,"['FBI_39', 'FBI_docs.txt']"
secure,2,"['FBI_39', 'FBI_docs.txt']"
germ,2,"['FBI_39', 'FBI_docs.txt']"
representative,2,"['CIA_03', 'CIA_docs.txt']"
conducted,2,"['CIA_03', 'CIA_docs.txt']"
observing,2,"['CIA_04', 'CIA_docs.txt']"
discussing,2,"['CIA_04', 'CIA_docs.txt']"
food,2,"['FBI_39', 'FBI_docs.txt']"
labs,2,"['FBI_39', 'FBI_docs.txt']"
Long,2,"['FBI_39', 'FBI_docs.txt']"
BS,2,"['FBI_39', 'FBI_docs.txt']"
fake,2,"['FBI_39', 'FBI_docs.txt']"
IDs,2,"['FBI_39', 'FBI_docs.txt']"
And,2,"['FBI_39', 'FBI_docs.txt']"
samples,2,"['FBI_39', 'FBI_docs.txt']"
Adil,2,"['CIA_22', 'CIA_docs.txt']"
Banna,2,"['CIA_22', 'CIA_docs.txt']"
Lab,2,"['FBI_39', 'FBI_docs.txt']"
101,2,"['FBI_39', 'FBI_docs.txt']"
How,2,"['FBI_39', 'FBI_docs.txt']"
dark,2,"['FBI_39', 'FBI_docs.txt']"
lack,2,"['FBI_39', 'FBI_docs.txt']"
safety,2,"['FBI_39', 'FBI_docs.txt']"
Miner,2,"['CIA_22', 'CIA_docs.txt']"
-21,2,"['CIA_22', 'CIA_docs.txt']"
biology,2,"['CIA_31', 'CIA_docs.txt']"
joined,2,"['CIA_31', 'CIA_docs.txt']"
developing,2,"['CIA_31', 'CIA_docs.txt']"
Arnoldo,2,"['CIA_21', 'CIA_docs.txt']"
Cristobal,2,"['CIA_21', 'CIA_docs.txt']"
Talib,2,"['CIA_22', 'CIA_docs.txt']"
passage,2,"['NSA_03', 'NSA_docs.txt']"
York,2,"['FBI_41', 'FBI_docs.txt']"
Becklow,2,"['NSA_01', 'NSA_docs.txt']"
Shepard,2,"['NSA_01', 'NSA_docs.txt']"
Bush,2,"['NSA_01', 'NSA_docs.txt']"
cook,2,"['NSA_01', 'NSA_docs.txt']"
white,2,"['NSA_01', 'NSA_docs.txt']"
observation,2,"['FBI_40', 'FBI_docs.txt']"
freighters,2,"['CIA_28', 'CIA_docs.txt']"
meat,2,"['NSA_01', 'NSA_docs.txt']"
Grootslagstraat,2,"['NSA_02', 'NSA_docs.txt']"
cheap,2,"['NSA_02', 'NSA_docs.txt']"
